Tabelle: 12711-0006
Wanderungen zwischen Deutschland und dem Ausland:;;;;;;;;;
Deutschland, Jahre, Nationalität, Geschlecht, Altersjahre;;;;;;;;;
Wanderungsstatistik;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;
;Deutsche;;;;;;;;;;;;;;;;;
;männlich;;;;;;weiblich;;;;;;Insgesamt;;;;;
;Zuzüge aus dem Ausland;;Fortzüge in das Ausland;;Wanderungssaldo;;Zuzüge aus dem Ausland;;Fortzüge in das Ausland;;Wanderungssaldo;;Zuzüge aus dem Ausland;;Fortzüge in das Ausland;;Wanderungssaldo;
;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
2000;;;;;;;;;;;;;;;;;;
3-Jährige;1295;e;803;e;492;e;1239;e;758;e;481;e;2534;e;1561;e;973;e
4-Jährige;1221;e;778;e;443;e;1220;e;700;e;520;e;2441;e;1478;e;963;e
5-Jährige;1276;e;749;e;527;e;1180;e;752;e;428;e;2456;e;1501;e;955;e
6-Jährige;1202;e;901;e;301;e;1178;e;849;e;329;e;2380;e;1750;e;630;e
7-Jährige;1156;e;809;e;347;e;1128;e;763;e;365;e;2284;e;1572;e;712;e
8-Jährige;1190;e;624;e;566;e;1144;e;542;e;602;e;2334;e;1166;e;1168;e
9-Jährige;1112;e;526;e;586;e;1140;e;542;e;598;e;2252;e;1068;e;1184;e
10-Jährige;1206;e;536;e;670;e;1228;e;626;e;602;e;2434;e;1162;e;1272;e
11-Jährige;1248;e;470;e;778;e;1246;e;505;e;741;e;2494;e;975;e;1519;e
12-Jährige;1273;e;548;e;725;e;1170;e;521;e;649;e;2443;e;1069;e;1374;e
13-Jährige;1279;e;450;e;829;e;1240;e;530;e;710;e;2519;e;980;e;1539;e
14-Jährige;1328;e;528;e;800;e;1267;e;410;e;857;e;2595;e;938;e;1657;e
15-Jährige;1360;e;483;e;877;e;1202;e;414;e;788;e;2562;e;897;e;1665;e
16-Jährige;1366;e;459;e;907;e;1316;e;400;e;916;e;2682;e;859;e;1823;e
17-Jährige;1433;e;682;e;751;e;1381;e;473;e;908;e;2814;e;1155;e;1659;e
18-Jährige;1908;e;636;e;1272;e;1629;e;511;e;1118;e;3537;e;1147;e;2390;e
19-Jährige;2165;e;855;e;1310;e;1929;e;794;e;1135;e;4094;e;1649;e;2445;e
20-Jährige;2087;e;953;e;1134;e;1943;e;931;e;1012;e;4030;e;1884;e;2146;e
21-Jährige;2198;e;1145;e;1053;e;1855;e;1120;e;735;e;4053;e;2265;e;1788;e
22-Jährige;2138;e;1312;e;826;e;1822;e;1331;e;491;e;3960;e;2643;e;1317;e
23-Jährige;2129;e;1327;e;802;e;1907;e;1371;e;536;e;4036;e;2698;e;1338;e
24-Jährige;2092;e;1406;e;686;e;1804;e;1403;e;401;e;3896;e;2809;e;1087;e
25-Jährige;2089;e;1450;e;639;e;1725;e;1412;e;313;e;3814;e;2862;e;952;e
26-Jährige;1930;e;1458;e;472;e;1663;e;1545;e;118;e;3593;e;3003;e;590;e
27-Jährige;1968;e;1551;e;417;e;1520;e;1404;e;116;e;3488;e;2955;e;533;e
28-Jährige;1879;e;1624;e;255;e;1475;e;1441;e;34;e;3354;e;3065;e;289;e
29-Jährige;1700;e;1481;e;219;e;1380;e;1354;e;26;e;3080;e;2835;e;245;e
30-Jährige;1870;e;1672;e;198;e;1439;e;1328;e;111;e;3309;e;3000;e;309;e
31-Jährige;1788;e;1746;e;42;e;1380;e;1414;e;-34;e;3168;e;3160;e;8;e
